Country,Count_median
Argentina,110000.0
Bahamas,5800.0
Barbados,2300.0
Belize,3700.0
Bolivia (Plurinational State of),23000.0
Brazil,670000.0
Canada,
Chile,39000.0
Colombia,130000.0
Congo,82000.0
Costa Rica,9300.0
Cuba,17000.0
Dominican Republic,72000.0
Ecuador,34000.0
El Salvador,26000.0
Guatemala,49000.0
Guyana,6700.0
Haiti,140000.0
Honduras,26000.0
Jamaica,37000.0
Mexico,180000.0
Nicaragua,7900.0
Panama,20000.0
Paraguay,20000.0
Peru,65000.0
Suriname,4600.0
Trinidad and Tobago,
United States of America,990000.0
Uruguay,9600.0
Venezuela (Bolivarian Republic of),
